participant	word	word_familiarity	participant_age	participant_vocabulary_size	resp.rt
p109	döföl	3	87	48	1.220599999904607
p109	móringol	2	87	48	2.1000000000000227
p109	piláf	2	87	48	1.535799999713845
p109	diffamál	1	87	48	1.3332999997138586
p109	vabank	1	87	48	2.524699999809286
p109	krakéler	1	87	48	1.423300000190693
p11	ellenfél	50	78	48	0.9993000001907149
p11	pohár	50	78	48	1.2276000003814715
p11	extrém	50	78	48	0.979600000381538
p11	törődik	50	78	48	1.146199999809312
p11	alkalom	49	78	48	1.946699999809255
p11	eszköz	49	78	48	1.014099999427799
p11	időszak	49	78	48	1.098199999809253
p11	szegény	49	78	48	1.083099999427816
p11	közhely	48	78	48	1.039500000000004
p11	rejtőzik	48	78	48	1.5574000005722013
p11	mítosz	48	78	48	1.0534000005721964
p11	tartalom	48	78	48	1.1226000003815102
p11	karakter	47	78	48	1.097300000190728
p11	dolog	47	78	48	1.2968000001907285
p11	törékeny	47	78	48	0.9501000003814396
p11	barát	47	78	48	1.1361000003814752
p11	kötődik	46	78	48	1.2828000001907185
p11	gazdag	46	78	48	0.8318000001908104
p11	profit	46	78	48	1.2046999998092645
p11	példakép	46	78	48	1.079800000190744
p11	hatalom	45	78	48	1.2302000007629204
p11	dolgozik	45	78	48	1.164300000190735
p11	lélek	45	78	48	1.121799999237055
p11	keresztény	44	78	48	1.1839999999999975
p11	jármű	44	78	48	0.7522000007629401
p11	beton	44	78	48	1.007399999618542
p11	gyűjtemény	44	78	48	0.9151000003814715
p11	űrlap	43	78	48	0.947699999809231
p11	töredék	43	78	48	1.0294999999999843
p11	könnyelmű	43	78	48	1.4864000005721891
p11	irány	43	78	48	0.9644000005722546
p11	örmény	42	78	48	0.9139999999999872
p11	reagál	42	78	48	1.829600000381447
p11	végbél	42	78	48	0.8850000000001046
p11	százalék	42	78	48	0.9144999999999897
p11	régész	41	78	48	1.014100000381461
p11	század	41	78	48	1.0638999996185134
p11	égitest	41	78	48	0.8736999998092756
p11	ausztrál	41	78	48	1.3125
p11	pereg	40	78	48	0.8952999992370678
p11	bélyeg	40	78	48	0.9844999999999686
p11	hálózsák	40	78	48	0.8141999998092615
p11	nagyszámú	40	78	48	1.3050000000000068
p11	diktátor	39	78	48	1.0993000001907376
p11	kárpit	39	78	48	1.2679999999999725
p11	tábornagy	39	78	48	1.1304000005721946
p11	balközép	39	78	48	1.2810999994278518
p11	kislány	38	78	48	1.0171000003814754
p11	piktogram	38	78	48	2.01610000038147
p11	komoly	38	78	48	1.0635000000000048
p11	csatázik	38	78	48	1.0817999992370917
p11	csengettyű	37	78	48	1.2819999999999825
p11	kulcscsont	37	78	48	1.1307999992370696
p11	sárgaréz	37	78	48	1.0638999996184566
p11	délceg	37	78	48	1.0696999998092451
p11	sugár	36	78	48	0.9572000007628958
p11	igény	36	78	48	1.0564000005722107
p11	komplex	36	78	48	2.5326999998093243
p11	hidroxid	36	78	48	1.0808999996185094
p11	olaj	35	78	48	1.1167000007629326
p11	nárcisz	35	78	48	1.1040000000000134
p11	újgazdag	35	78	48	1.1651999998092606
p11	iszlám	35	78	48	1.0141000003814329
p11	sporthorgász	34	78	48	1.2686000003814684
p11	szempont	34	78	48	1.21569999980926
p11	árus	34	78	48	1.197499999999991
p11	rakódik	34	78	48	3.2448000001907076
p11	forgórész	33	78	48	1.3182999992370696
p11	rövid	33	78	48	1.184500000000014
p11	tenger	33	78	48	0.84800000000007
p11	csontdarab	33	78	48	1.5331000003814663
p11	látszik	32	78	48	2.6875
p11	orális	32	78	48	1.1190000000000282
p11	fürkész	32	78	48	1.013800000190713
p11	ómagyar	32	78	48	1.0526999998092492
p11	tarol	31	78	48	0.9975999994278482
p11	elegy	31	78	48	0.9836000003814434
p11	színpad	31	78	48	1.3474999999999682
p11	horizont	31	78	48	1.0519999999999925
p11	nagybeteg	30	78	48	1.5146000003814777
p11	darab	30	78	48	1.0664000005721732
p11	ború	30	78	48	2.1153999996184893
p11	lépték	30	78	48	1.1175000000000068
p11	glükóz	29	78	48	1.1070000000000275
p11	lágyék	29	78	48	1.1970000000000027
p11	selypít	29	78	48	1.130199999809264
p11	kanalaz	29	78	48	1.354300000190733
p11	grafikon	28	78	48	1.0640000000000782
p11	sziszeg	28	78	48	1.1967000007629167
p11	népszerű	28	78	48	1.0506000003814506
p11	változik	28	78	48	1.0822999992370228
p11	biliárd	27	78	48	1.3163999996185112
p11	mellényzseb	27	78	48	1.1119999999999663
p11	luftballon	27	78	48	1.14549999999997
p11	gyapot	27	78	48	1.0223000001907394
p11	testnedv	26	78	48	0.9681000003814688
p11	gyülemlik	26	78	48	1.0810000000000173
p11	nyersarany	26	78	48	1.0120000000000005
p11	tököl	26	78	48	1.1888000001907812
p11	csüggeszt	25	78	48	1.3838999996185066
p11	referál	25	78	48	1.0841999998093002
p11	tangózik	25	78	48	1.126199999809273
p11	turné	25	78	48	3.0397999992370615
p11	derít	24	78	48	2.2975000000000136
p11	viszkózus	24	78	48	1.2139999999999418
p11	hidegház	24	78	48	3.128300000190734
p11	heveny	24	78	48	0.8685999994278006
p11	puritán	23	78	48	1.2008999996185423
p11	nukleon	23	78	48	1.2473000001907335
p11	reform	23	78	48	1.1158999996184775
p11	nimbus	22	78	48	1.6299999999999957
p11	bacon	22	78	48	1.0786999998092597
p11	transzplantál	22	78	48	1.914199999809284
p11	kalcium	22	78	48	0.9878999996184916
p11	viszkóz	21	78	48	1.1589000005722028
p11	szokik	21	78	48	0.94790000057219
p11	csüggedez	21	78	48	2.166499999999985
p11	szalicil	21	78	48	1.1168999996185107
p11	kitin	20	78	48	1.0150000000000432
p11	szilikát	20	78	48	1.2653999996185237
p11	tropikus	20	78	48	1.9891000003814552
p11	abszint	20	78	48	1.0323000001907303
p11	ion	19	78	48	0.9665999994277854
p11	arzénsav	19	78	48	1.048400000572201
p11	bolgár	19	78	48	1.1791999998092706
p11	skubizik	18	78	48	1.585699999809265
p11	svábtök	18	78	48	1.878699999809328
p11	gerencsér	18	78	48	1.4471999998092429
p11	komál	18	78	48	2.645400000572238
p11	kondenzcsík	17	78	48	1.7803000001908345
p11	csapdáz	17	78	48	1.56269999980924
p11	kettősfém	17	78	48	1.1366999998092524
p11	püffeszt	17	78	48	0.9314999999999714
p11	rücsök	16	78	48	1.5163000001907392
p11	anorák	16	78	48	2.900399999618571
p11	koenzim	16	78	48	1.0155999994278204
p11	bárányfark	15	78	48	1.4658000001907112
p11	genom	15	78	48	0.9331000003814722
p11	csapattest	15	78	48	1.753099999427775
p11	kurtít	15	78	48	1.7501999998092683
p11	farkasbab	14	78	48	1.5815999994277945
p11	konverzál	14	78	48	1.9141000003814952
p11	neoprén	14	78	48	1.1163000001907335
p11	árstop	14	78	48	1.1843999996185346
p11	fertilis	13	78	48	1.3453999996185075
p11	dádá	13	78	48	0.9976999998092424
p11	pauzál	13	78	48	1.3615000000000066
p11	törköly	13	78	48	2.306600000381465
p11	rotor	12	78	48	1.0211999998092551
p11	fajansz	12	78	48	1.05220000076298
p11	kencéz	12	78	48	1.0305000000000175
p11	alfél	12	78	48	1.843199999809272
p11	donhuán	11	78	48	2.1828999996185416
p11	bizmut	11	78	48	0.9749999999999944
p11	lazúroz	11	78	48	1.482900000572272
p11	lejmol	10	78	48	1.3458999996184955
p11	templomoz	10	78	48	1.1508999996185594
p11	káder	10	78	48	0.7673000001907155
p11	türemlik	9	78	48	1.2860999994277904
p11	kurzív	9	78	48	1.052500000000009
p11	dipeptid	9	78	48	1.1689000005721937
p11	rámáz	8	78	48	1.3356000003814756
p11	cianid	8	78	48	0.9661000003814592
p11	forrpont	8	78	48	0.9985000000000356
p11	áradmány	8	78	48	1.9985999994278243
p11	libling	7	78	48	1.647200000762837
p11	glosszáz	7	78	48	1.7350000000000136
p11	viszonvád	7	78	48	1.3150999994277868
p11	magmatit	7	78	48	3.098000000000013
p11	adszorbens	6	78	48	1.7567999992370744
p11	ifjít	6	78	48	1.0853999996185737
p11	kollapszus	6	78	48	1.214899999618524
p11	truccol	5	78	48	1.1812000007629422
p11	kvéker	5	78	48	1.67090000057226
p11	bajadér	5	78	48	1.032199999809336
p11	rekvizit	4	78	48	1.0558000001907146
p11	kontrapunkt	4	78	48	2.0997999992370637
p11	orront	4	78	48	1.6774999999999525
p11	petél	4	78	48	1.5792000007629667
p11	kurzivál	3	78	48	2.7469000005721966
p11	aggófű	3	78	48	0.9979999999999336
p11	cugehőr	2	78	48	2.3991999998092695
p11	lalláz	2	78	48	2.729600000381481
p11	piláf	2	78	48	1.1960999994278154
p11	móringol	2	78	48	1.91340000057221
p11	krakéler	1	78	48	1.350699999809251
p110	ellenfél	50	61	44	0.6168999999762264
p110	extrém	50	61	44	0.7663000000118814
p110	törődik	50	61	44	0.5836999999880845
p110	pohár	50	61	44	0.7174000000059095
p110	szegény	49	61	44	1.732600000023865
p110	időszak	49	61	44	0.6199000000059414
p110	eszköz	49	61	44	0.6999999999999886
p110	alkalom	49	61	44	0.6697999999821036
p110	tartalom	48	61	44	0.6500999999940404
p110	rejtőzik	48	61	44	0.7171999999880541
p110	közhely	48	61	44	0.6840000000000259
p110	mítosz	48	61	44	1.9320000000000164
p110	dolog	47	61	44	1.3160999999940373
p110	törékeny	47	61	44	1.9485999999940304
p110	karakter	47	61	44	0.6667000000178689
p110	barát	47	61	44	0.9167999999821176
p110	gazdag	46	61	44	0.7833000000119341
p110	profit	46	61	44	0.6835999999940441
p110	kötődik	46	61	44	1.1493000000119196
p110	példakép	46	61	44	0.6370999999940352
p110	dolgozik	45	61	44	0.9362000000178908
p110	hatalom	45	61	44	0.7670000000000528
p110	hajlik	45	61	44	0.6667000000178689
p110	lélek	45	61	44	0.7830999999940502
p110	keresztény	44	61	44	1.349200000017902
p110	jármű	44	61	44	0.9995999999940182
p110	gyűjtemény	44	61	44	0.7498000000119163
p110	beton	44	61	44	0.7500999999940348
p110	irány	43	61	44	0.8662000000178409
p110	könnyelmű	43	61	44	0.8829999999999814
p110	töredék	43	61	44	0.5166999999880773
p110	űrlap	43	61	44	0.7665000000000077
p110	örmény	42	61	44	0.733799999982125
p110	reagál	42	61	44	0.882900000005975
p110	végbél	42	61	44	0.7501000000238491
p110	százalék	42	61	44	1.0492999999821109
p110	század	41	61	44	0.6849999999999454
p110	régész	41	61	44	0.882900000005975
p110	ausztrál	41	61	44	1.300199999988024
p110	égitest	41	61	44	0.7837000000178875
p110	pereg	40	61	44	0.7670999999940307
p110	bélyeg	40	61	44	0.7502000000178839
p110	hálózsák	40	61	44	0.7160000000000082
p110	nagyszámú	40	61	44	0.8329000000059636
p110	diktátor	39	61	44	2.281399999976145
p110	tábornagy	39	61	44	0.983000000000004
p110	balközép	39	61	44	0.833100000023876
p110	kárpit	39	61	44	0.5840000000000032
p110	kislány	38	61	44	0.7009000000059586
p110	piktogram	38	61	44	0.9001000000238832
p110	komoly	38	61	44	1.133600000023847
p110	csatázik	38	61	44	0.6840999999940323
p110	sárgaréz	37	61	44	1.0500000000000114
p110	délceg	37	61	44	0.8668000000119491
p110	csengettyű	37	61	44	0.6834000000060314
p110	kulcscsont	37	61	44	0.9522999999821168
p110	igény	36	61	44	0.6354999999999791
p110	komplex	36	61	44	1.282999999999987
p110	sugár	36	61	44	0.7029000000059682
p110	hidroxid	36	61	44	0.8665000000000305
p110	olaj	35	61	44	1.05030000001193
p110	iszlám	35	61	44	1.082599999994045
p110	újgazdag	35	61	44	0.8494999999999777
p110	nárcisz	35	61	44	0.8667999999821063
p110	rakódik	34	61	44	0.9368000000119424
p110	sporthorgász	34	61	44	1.4325000000000043
p110	árus	34	61	44	0.7499000000059368
p110	szempont	34	61	44	0.6832000000178482
p110	tenger	33	61	44	0.5666999999881455
p110	rövid	33	61	44	0.7330000000000041
p110	csontdarab	33	61	44	0.6002999999820986
p110	forgórész	33	61	44	0.8673999999761577
p110	fürkész	32	61	44	0.6503999999761447
p110	orális	32	61	44	0.7832999999821197
p110	látszik	32	61	44	0.7361000000238391
p110	ómagyar	32	61	44	0.9659999999999512
p110	elegy	31	61	44	0.7336999999880618
p110	színpad	31	61	44	0.9998000000119304
p110	horizont	31	61	44	0.7499000000059652
p110	tarol	31	61	44	0.7668000000118695
p110	nagybeteg	30	61	44	0.9334000000059746
p110	lépték	30	61	44	2.398199999988094
p110	ború	30	61	44	0.9000000000000057
p110	darab	30	61	44	0.7996999999880643
p110	selypít	29	61	44	0.633499999999998
p110	glükóz	29	61	44	0.9334999999999808
p110	lágyék	29	61	44	0.7669999999999959
p110	kanalaz	29	61	44	0.6665999999940198
p110	sziszeg	28	61	44	0.7027999999821191
p110	változik	28	61	44	0.7831999999880566
p110	grafikon	28	61	44	0.6666999999880545
p110	népszerű	28	61	44	0.8531000000238578
p110	mellényzseb	27	61	44	1.8988000000119312
p110	biliárd	27	61	44	0.8829999999999814
p110	luftballon	27	61	44	0.9831999999880736
p110	gyapot	27	61	44	0.7166999999880659
p110	gyülemlik	26	61	44	2.4982000000179028
p110	nyersarany	26	61	44	2.414599999994038
p110	tököl	26	61	44	1.2016999999880795
p110	testnedv	26	61	44	0.9831999999880736
p110	turné	25	61	44	1.1170000000000186
p110	referál	25	61	44	0.8168999999761581
p110	csüggeszt	25	61	44	2.231800000011902
p110	tangózik	25	61	44	0.7003999999761277
p110	viszkózus	24	61	44	1.1671000000238363
p110	derít	24	61	44	2.2482999999820663
p110	heveny	24	61	44	0.7337000000178477
p110	hidegház	24	61	44	2.598099999994048
p110	puritán	23	61	44	0.7496999999880813
p110	lukaszt	23	61	44	1.0663000000118927
p110	reform	23	61	44	0.6838000000118996
p110	nukleon	23	61	44	0.9495000000000005
p110	nimbus	22	61	44	2.7638000000118836
p110	kalcium	22	61	44	1.082599999994045
p110	transzplantál	22	61	44	1.0496000000238723
p110	bacon	22	61	44	2.564900000005963
p110	szalicil	21	61	44	1.0165000000000075
p110	viszkóz	21	61	44	1.1329000000059466
p110	csüggedez	21	61	44	0.9164000000059788
p110	szokik	21	61	44	0.833500000000015
p110	kitin	20	61	44	0.8499999999999659
p110	abszint	20	61	44	0.7669000000059611
p110	szilikát	20	61	44	0.8668999999761695
p110	tropikus	20	61	44	0.9660000000000082
p110	arzénsav	19	61	44	0.8028999999761766
p110	ion	19	61	44	0.8000000000000114
p110	bolgár	19	61	44	0.91700000000003
p110	komál	18	61	44	0.8001999999880809
p110	gerencsér	18	61	44	1.4835999999940557
p110	svábtök	18	61	44	1.8157000000178984
p110	skubizik	18	61	44	1.3330999999940332
p110	csapdáz	17	61	44	0.7333999999762
p110	püffeszt	17	61	44	0.6339000000059514
p110	kondenzcsík	17	61	44	0.8356999999880941
p110	anorák	16	61	44	0.7855000000000132
p110	rücsök	16	61	44	0.8165000000000191
p110	koenzim	16	61	44	0.9858000000119204
p110	lakotthely	16	61	44	3.1138000000119064
p110	csapattest	15	61	44	0.7834000000059405
p110	genom	15	61	44	0.9664999999999964
p110	kurtít	15	61	44	1.7320000000000275
p110	bárányfark	15	61	44	1.9828000000119343
p110	farkasbab	14	61	44	0.9500000000000028
p110	neoprén	14	61	44	1.016200000017875
p110	konverzál	14	61	44	0.6833000000119398
p110	árstop	14	61	44	1.9159000000059336
p110	törköly	13	61	44	0.8838000000119166
p110	pauzál	13	61	44	0.9830999999940104
p110	fertilis	13	61	44	0.8830999999940445
p110	dádá	13	61	44	0.8005999999940627
p110	rotor	12	61	44	0.8004000000059932
p110	alfél	12	61	44	1.050199999988081
p110	kencéz	12	61	44	0.916499999999985
p110	fajansz	12	61	44	0.7166999999880659
p110	kúpol	11	61	44	0.7705999999940332
p110	lazúroz	11	61	44	0.8999000000059709
p110	donhuán	11	61	44	2.2649999999999864
p110	bizmut	11	61	44	0.8837000000178818
p110	templomoz	10	61	44	0.5834000000059518
p110	lejmol	10	61	44	1.2331000000238532
p110	káder	10	61	44	0.7162000000178637
p110	dipeptid	9	61	44	3.5301000000238503
p110	kurzív	9	61	44	0.8193000000118786
p110	türemlik	9	61	44	0.9829000000059978
p110	ingváll	9	61	44	0.9497000000178843
p110	rámáz	8	61	44	0.8332000000178823
p110	cianid	8	61	44	1.1500999999940404
p110	áradmány	8	61	44	1.5653999999761936
p110	forrpont	8	61	44	2.0320000000000107
p110	libling	7	61	44	0.7668000000119264
p110	glosszáz	7	61	44	1.883499999999998
p110	kollapszus	6	61	44	1.4327000000178884
p110	hübrisz	6	61	44	0.7830999999940502
p110	truccol	5	61	44	1.0824000000059757
p110	kvéker	5	61	44	0.9335000000000092
p110	mimézis	5	61	44	0.8670999999940818
p110	bajadér	5	61	44	0.9000999999940404
p110	kontrapunkt	4	61	44	0.8502000000178782
p110	rekvizit	4	61	44	1.3820999999940398
p110	petél	4	61	44	3.8130000000000166
p110	orront	4	61	44	0.8000999999940177
p110	kurzivál	3	61	44	1.3329000000059636
p110	lalláz	2	61	44	3.014100000023859
p110	cugehőr	2	61	44	0.9833999999761432
p110	piláf	2	61	44	0.7494000000059486
p110	diviz	1	61	44	1.1661999999881232
p110	krakéler	1	61	44	0.8834999999999695
p110	diffamál	1	61	44	1.11579999998213
p111	ellenfél	50	77	48	0.7999000005722223
p111	extrém	50	77	48	0.7218000001907399
p111	törődik	50	77	48	0.5739000005722232
p111	pohár	50	77	48	0.6322999992370342
p111	eszköz	49	77	48	0.7006999998092738
p111	alkalom	49	77	48	0.6385000000000218
p111	időszak	49	77	48	0.5723999996185398
p111	szegény	49	77	48	0.75
p111	tartalom	48	77	48	0.5668999996185278
p111	közhely	48	77	48	0.798199999809242
p111	mítosz	48	77	48	0.73240000057217
p111	rejtőzik	48	77	48	0.7991999998092751
p111	karakter	47	77	48	0.938999999999993
p111	barát	47	77	48	0.552600000381517
p111	törékeny	47	77	48	0.7831000003814665
p111	dolog	47	77	48	0.5953999996185217
p111	példakép	46	77	48	1.9310999994277864
p111	profit	46	77	48	0.6884999999999764
p111	gazdag	46	77	48	0.6333000001907294
p111	kötődik	46	77	48	0.6478999996185166
p111	dolgozik	45	77	48	0.6536000003815161
p111	lélek	45	77	48	0.9839000005721914
p111	hajlik	45	77	48	0.7991999998092183
p111	hatalom	45	77	48	0.566100000381482
p111	beton	44	77	48	0.7719000005722023
p111	gyűjtemény	44	77	48	1.3289999999999509
p111	keresztény	44	77	48	1.0035999994277915
p111	jármű	44	77	48	0.5494000005721773
p111	irány	43	77	48	0.6034000005722078
p111	töredék	43	77	48	0.9692000007629532
p111	könnyelmű	43	77	48	0.9218000001907284
p111	űrlap	43	77	48	0.7496000003814629
p111	örmény	42	77	48	0.9471999998092429
p111	végbél	42	77	48	1.069800000190753
p111	százalék	42	77	48	0.8198999996185421
p111	reagál	42	77	48	0.6689999999999827
p111	égitest	41	77	48	0.7703000001907299
p111	ausztrál	41	77	48	0.8422999992370706
p111	század	41	77	48	0.7616999998092666
p111	régész	41	77	48	0.8684999999999832
p111	nagyszámú	40	77	48	1.4399999999999975
p111	bélyeg	40	77	48	0.6486999998093097
p111	hálózsák	40	77	48	0.684199999809266
p111	pereg	40	77	48	0.701200000762924
p111	tábornagy	39	77	48	0.5826000003814897
p111	balközép	39	77	48	0.7164000005722073
p111	diktátor	39	77	48	0.805199999809247
p111	kárpit	39	77	48	0.7503000001906912
p111	piktogram	38	77	48	1.336699999809241
p111	csatázik	38	77	48	1.2060000000000173
p111	kislány	38	77	48	0.7208999996185526
p111	komoly	38	77	48	0.7148999996185808
p111	kulcscsont	37	77	48	0.7322999992370569
p111	sárgaréz	37	77	48	0.7365000000000066
p111	csengettyű	37	77	48	1.038599999427788
p111	délceg	37	77	48	1.4853000001907333
p111	sugár	36	77	48	0.6171000003814697
p111	komplex	36	77	48	0.6507000007629244
p111	igény	36	77	48	0.7378000001907026
p111	hidroxid	36	77	48	0.9319000005721704
p111	iszlám	35	77	48	0.9176000003814692
p111	olaj	35	77	48	0.8010999994278336
p111	nárcisz	35	77	48	3.24889999961853
p111	újgazdag	35	77	48	0.7243000001907376
p111	szempont	34	77	48	0.5485000000000042
p111	árus	34	77	48	0.6914999999999907
p111	rakódik	34	77	48	0.8873000001908053
p111	sporthorgász	34	77	48	0.8324000005721928
p111	csontdarab	33	77	48	0.9034999999999512
p111	forgórész	33	77	48	1.2364999999999782
p111	rövid	33	77	48	0.669800000190719
p111	tenger	33	77	48	0.6829999999999927
p111	látszik	32	77	48	1.1651999998092606
p111	orális	32	77	48	0.5886999998092506
p111	fürkész	32	77	48	0.7804999999999893
p111	ómagyar	32	77	48	0.6318999996184971
p111	elegy	31	77	48	3.530900000572217
p111	színpad	31	77	48	0.6167999992370596
p111	horizont	31	77	48	0.819800000190753
p111	tarol	31	77	48	0.8653000001907571
p111	ború	30	77	48	0.9033000001907396
p111	darab	30	77	48	3.14110000038147
p111	nagybeteg	30	77	48	0.921900000572208
p111	lépték	30	77	48	0.732800000190764
p111	lágyék	29	77	48	0.687700000762959
p111	kanalaz	29	77	48	0.8481999998092533
p111	selypít	29	77	48	0.7854000005721673
p111	glükóz	29	77	48	0.6644999999999754
p111	grafikon	28	77	48	0.7148999996185239
p111	népszerű	28	77	48	0.6588000001907233
p111	változik	28	77	48	1.7868999996185266
p111	sziszeg	28	77	48	0.9507999992370628
p111	mellényzseb	27	77	48	0.9546999998092645
p111	luftballon	27	77	48	1.0684999999999718
p111	biliárd	27	77	48	0.9860999994278076
p111	gyapot	27	77	48	0.7338000001907403
p111	tököl	26	77	48	0.7884999999999991
p111	gyülemlik	26	77	48	0.8995999994277781
p111	testnedv	26	77	48	0.7033999996185116
p111	nyersarany	26	77	48	0.9746999998092748
p111	referál	25	77	48	0.8233000001907413
p111	turné	25	77	48	0.9006999998092624
p111	tangózik	25	77	48	1.1983999996185162
p111	csüggeszt	25	77	48	1.0679000005721946
p111	viszkózus	24	77	48	0.7656000003814825
p111	heveny	24	77	48	0.8028999996185462
p111	derít	24	77	48	0.7848999996185171
p111	puritán	23	77	48	0.7858000001907328
p111	lukaszt	23	77	48	0.7153999996185689
p111	nukleon	23	77	48	0.948100000381487
p111	reform	23	77	48	0.7388999996185248
p111	kalcium	22	77	48	0.7220000000000368
p111	nimbus	22	77	48	1.8143000001907696
p111	transzplantál	22	77	48	0.8799999999999955
p111	bacon	22	77	48	0.8834999999999695
p111	szalicil	21	77	48	0.9183000001907544
p111	szokik	21	77	48	3.713399999618531
p111	viszkóz	21	77	48	0.9498000001907484
p111	csüggedez	21	77	48	1.882399999618542
p111	abszint	20	77	48	0.9983999996185275
p111	szilikát	20	77	48	0.6196000003814675
p111	tropikus	20	77	48	0.9909999999999854
p111	kitin	20	77	48	0.8998000001907371
p111	bolgár	19	77	48	0.868200000762954
p111	ion	19	77	48	0.7318999996185198
p111	arzénsav	19	77	48	0.974100000381469
p111	svábtök	18	77	48	0.7891999998092842
p111	komál	18	77	48	1.173399999618539
p111	skubizik	18	77	48	0.9011000003814617
p111	gerencsér	18	77	48	1.5530999994277863
p111	kondenzcsík	17	77	48	1.2141999998092956
p111	kettősfém	17	77	48	3.7698999996185303
p111	püffeszt	17	77	48	0.9354999999999905
p111	rücsök	16	77	48	1.4713000001906948
p111	lakotthely	16	77	48	0.6568000001907421
p111	anorák	16	77	48	0.9221000003814764
p111	koenzim	16	77	48	1.0819999999999936
p111	csapattest	15	77	48	1.1026000003814715
p111	kurtít	15	77	48	0.9050999994278186
p111	genom	15	77	48	1.1161999998092824
p111	bárányfark	15	77	48	1.8496999998092465
p111	neoprén	14	77	48	1.3475999994277572
p111	konverzál	14	77	48	1.1408999996185685
p111	árstop	14	77	48	0.9997999992370978
p111	farkasbab	14	77	48	2.3503000001907424
p111	törköly	13	77	48	1.0485000000000468
p111	fertilis	13	77	48	1.732600000381467
p111	dádá	13	77	48	1.2403999996185178
p111	pauzál	13	77	48	0.9491999998092524
p111	fajansz	12	77	48	0.996500000000026
p111	alfél	12	77	48	1.3661999998092824
p111	kencéz	12	77	48	2.2479999999999905
p111	rotor	12	77	48	0.838399999618531
p111	kúpol	11	77	48	0.6083000001906953
p111	bizmut	11	77	48	1.6476999998092197
p111	lazúroz	11	77	48	1.1577999992370565
p111	bajuszfű	10	77	48	1.4535000000000196
p111	káder	10	77	48	0.7685000000000031
p111	templomoz	10	77	48	1.7307000007629083
p111	lejmol	10	77	48	1.1488000001907324
p111	dipeptid	9	77	48	2.8038999996185794
p111	türemlik	9	77	48	0.5535999994277745
p111	ingváll	9	77	48	1.187300000190703
p111	kurzív	9	77	48	0.8851999998092595
p111	rámáz	8	77	48	1.0161999998092597
p111	cianid	8	77	48	0.9390999994277536
p111	forrpont	8	77	48	0.7993000001907262
p111	viszonvád	7	77	48	2.204199999809248
p111	libling	7	77	48	1.1568999996185312
p111	magmatit	7	77	48	1.5498999996185034
p111	kollapszus	6	77	48	0.9414999999999624
p111	adszorbens	6	77	48	1.0480999994277909
p111	hübrisz	6	77	48	1.364699999809318
p111	ifjít	6	77	48	1.288199999809251
p111	truccol	5	77	48	3.9439000005721994
p111	kvéker	5	77	48	0.8725000000000023
p111	bajadér	5	77	48	0.9299000005722178
p111	mimézis	5	77	48	0.6129999999999995
p111	kontrapunkt	4	77	48	0.8661000003814365
p111	orront	4	77	48	0.6399999999999864
p111	rekvizit	4	77	48	0.8321999998092338
p111	kurzivál	3	77	48	1.3643999996185272
p111	aggófű	3	77	48	1.4310999994277722
p111	piláf	2	77	48	1.2471999998092542
p111	cugehőr	2	77	48	1.4646999998092554
p111	krakéler	1	77	48	1.3144000005722205
p112	ellenfél	50	53	38	0.7320849999995289
p112	pohár	50	53	38	0.7001249999993888
p112	törődik	50	53	38	0.6545650000006162
p112	extrém	50	53	38	0.7602649999989239
p112	eszköz	49	53	38	0.6754750000000058
p112	szegény	49	53	38	0.5393999999997163
p112	időszak	49	53	38	0.652309999999602
p112	alkalom	49	53	38	0.6258500000003551
p112	közhely	48	53	38	0.5307450000000244
p112	rejtőzik	48	53	38	0.8383099999991828
p112	mítosz	48	53	38	0.7430000000004497
p112	tartalom	48	53	38	0.964750000001004
p112	törékeny	47	53	38	1.4661149999992062
p112	barát	47	53	38	0.7202099999994971
p112	dolog	47	53	38	0.7850899999995136
p112	karakter	47	53	38	0.7927049999998417
p112	profit	46	53	38	0.5979800000004047
p112	gazdag	46	53	38	0.7251699999997356
p112	kötődik	46	53	38	2.2712249999985943
p112	példakép	46	53	38	0.682685000001527
p112	dolgozik	45	53	38	0.5607050000016329
p112	hajlik	45	53	38	0.6940899999989938
p112	lélek	45	53	38	0.5641250000008426
p112	hatalom	45	53	38	0.7528450000008888
p112	beton	44	53	38	0.5412500000001614
p112	gyűjtemény	44	53	38	1.6185449999994148
p112	jármű	44	53	38	0.6112799999992262
p112	keresztény	44	53	38	0.8325549999990471
p112	űrlap	43	53	38	0.740214999999921
p112	irány	43	53	38	0.5921699999998964
p112	töredék	43	53	38	0.7982250000004569
p112	könnyelmű	43	53	38	0.8826399999999239
p112	százalék	42	53	38	0.6504149999999527
p112	reagál	42	53	38	0.9970549999998184
p112	végbél	42	53	38	0.7252550000011411
p112	örmény	42	53	38	0.5840100000004895
p112	ausztrál	41	53	38	1.849889999999533
p112	régész	41	53	38	0.6971699999994598
p112	égitest	41	53	38	0.8741449999997997
p112	század	41	53	38	0.7138699999995879
p112	nagyszámú	40	53	38	0.7557750000014494
p112	hálózsák	40	53	38	0.649265000000014
p112	bélyeg	40	53	38	0.5310349999999744
p112	pereg	40	53	38	0.6576549999990675
p112	diktátor	39	53	38	0.8008449999997538
p112	tábornagy	39	53	38	0.7140749999998093
p112	kárpit	39	53	38	0.6078299999990122
p112	balközép	39	53	38	0.7271450000007462
p112	piktogram	38	53	38	0.9027200000000448
p112	komoly	38	53	38	0.8268250000001558
p112	kislány	38	53	38	0.6835900000005495
p112	csatázik	38	53	38	0.8488949999992315
