subject	artist	word	ink	response	rt	stimulus_congruent	response_correct
S16	TRUE	purple	blue	blue	784.0987841543921	FALSE	FALSE
S16	TRUE	purple	blue	blue	742.1762127902215	FALSE	FALSE
S16	TRUE	purple	blue	blue	742.1762127902215	FALSE	FALSE
S16	TRUE	purple	blue	blue	650.4509030829234	FALSE	FALSE
S16	TRUE	purple	blue	blue	650.4509030829234	FALSE	FALSE
S16	TRUE	purple	blue	blue	659.5072767906773	FALSE	FALSE
S16	TRUE	purple	blue	blue	659.5072767906773	FALSE	FALSE
S16	TRUE	purple	purple	purple	599.08152186978	TRUE	TRUE
S16	TRUE	purple	purple	purple	599.08152186978	TRUE	TRUE
S16	TRUE	purple	purple	purple	561.3093177243848	TRUE	TRUE
S16	TRUE	purple	purple	purple	561.3093177243848	TRUE	TRUE
S16	TRUE	purple	purple	purple	567.1556586454021	TRUE	TRUE
S16	TRUE	purple	purple	purple	567.1556586454021	TRUE	TRUE
S16	TRUE	purple	purple	purple	649.4807590785241	TRUE	TRUE
S16	TRUE	purple	purple	purple	649.4807590785241	TRUE	TRUE
S16	TRUE	purple	purple	purple	664.8998465023724	TRUE	TRUE
S16	TRUE	purple	purple	purple	664.8998465023724	TRUE	TRUE
S16	TRUE	purple	green	green	730.9614243804572	FALSE	FALSE
S16	TRUE	purple	green	purple	730.9614243804572	FALSE	TRUE
S16	TRUE	purple	green	green	704.9869635547882	FALSE	FALSE
S16	TRUE	purple	green	NA	NA	FALSE	NA
S16	TRUE	purple	green	green	795.5950657386577	FALSE	FALSE
S16	TRUE	purple	green	green	795.5950657386577	FALSE	FALSE
S16	TRUE	purple	green	green	713.6134044700481	FALSE	FALSE
S16	TRUE	purple	green	green	713.6134044700481	FALSE	FALSE
S16	TRUE	purple	green	green	785.2284470646072	FALSE	FALSE
S16	TRUE	purple	green	NA	NA	FALSE	NA
S16	TRUE	purple	red	red	676.3305438448318	FALSE	FALSE
S16	TRUE	purple	red	red	676.3305438448318	FALSE	FALSE
S16	TRUE	purple	red	red	694.9832662131649	FALSE	FALSE
S16	TRUE	purple	red	purple	694.9832662131649	FALSE	TRUE
S16	TRUE	purple	red	red	654.0756391628299	FALSE	FALSE
S16	TRUE	purple	red	red	654.0756391628299	FALSE	FALSE
S16	TRUE	purple	red	red	696.9741521808493	FALSE	FALSE
S16	TRUE	purple	red	red	696.9741521808493	FALSE	FALSE
S16	TRUE	purple	red	red	634.7339244191503	FALSE	FALSE
S16	TRUE	purple	red	red	634.7339244191503	FALSE	FALSE
S16	TRUE	purple	brown	brown	640.210457041681	FALSE	FALSE
S16	TRUE	purple	brown	brown	640.210457041681	FALSE	FALSE
S16	TRUE	purple	brown	brown	710.5478745835371	FALSE	FALSE
S16	TRUE	purple	brown	brown	710.5478745835371	FALSE	FALSE
S16	TRUE	purple	brown	brown	656.4228606292211	FALSE	FALSE
S16	TRUE	purple	brown	brown	656.4228606292211	FALSE	FALSE
S16	TRUE	purple	brown	brown	803.6160812458737	FALSE	FALSE
S16	TRUE	purple	brown	brown	803.6160812458737	FALSE	FALSE
S16	TRUE	purple	brown	brown	627.0948281207261	FALSE	FALSE
S16	TRUE	purple	brown	brown	627.0948281207261	FALSE	FALSE
S16	TRUE	green	blue	blue	762.2409397807551	FALSE	FALSE
S16	TRUE	green	blue	blue	762.2409397807551	FALSE	FALSE
S16	TRUE	green	blue	blue	729.9142481421226	FALSE	FALSE
S16	TRUE	green	blue	blue	729.9142481421226	FALSE	FALSE
S16	TRUE	green	blue	blue	693.044634324338	FALSE	FALSE
S16	TRUE	green	blue	blue	693.044634324338	FALSE	FALSE
S16	TRUE	green	blue	NA	NA	FALSE	NA
S16	TRUE	green	blue	blue	653.0056381223884	FALSE	FALSE
S16	TRUE	green	blue	green	573.6116691586014	FALSE	TRUE
S16	TRUE	green	blue	blue	573.6116691586014	FALSE	FALSE
S16	TRUE	green	purple	purple	674.6889005005202	FALSE	FALSE
S16	TRUE	green	purple	purple	674.6889005005202	FALSE	FALSE
S16	TRUE	green	purple	purple	650.5472158257616	FALSE	FALSE
S16	TRUE	green	purple	purple	650.5472158257616	FALSE	FALSE
S16	TRUE	green	purple	purple	586.5951646451316	FALSE	FALSE
S16	TRUE	green	purple	purple	586.5951646451316	FALSE	FALSE
S16	TRUE	green	purple	purple	602.8324721075536	FALSE	FALSE
S16	TRUE	green	purple	purple	602.8324721075536	FALSE	FALSE
S16	TRUE	green	purple	NA	NA	FALSE	NA
S16	TRUE	green	purple	purple	729.165457036132	FALSE	FALSE
S16	TRUE	green	green	green	591.4519022751294	TRUE	TRUE
S16	TRUE	green	green	green	591.4519022751294	TRUE	TRUE
S16	TRUE	green	green	green	603.3733034028231	TRUE	TRUE
S16	TRUE	green	green	green	603.3733034028231	TRUE	TRUE
S16	TRUE	green	green	NA	NA	TRUE	NA
S16	TRUE	green	green	green	590.88709816678	TRUE	TRUE
S16	TRUE	green	green	green	677.9183889058855	TRUE	TRUE
S16	TRUE	green	green	green	677.9183889058855	TRUE	TRUE
S16	TRUE	green	green	green	719.4346911816614	TRUE	TRUE
S16	TRUE	green	green	green	719.4346911816614	TRUE	TRUE
S16	TRUE	green	red	red	668.7416977613861	FALSE	FALSE
S16	TRUE	green	red	red	668.7416977613861	FALSE	FALSE
S16	TRUE	green	red	red	669.2406677564504	FALSE	FALSE
S16	TRUE	green	red	NA	NA	FALSE	NA
S16	TRUE	green	red	red	538.1420294386099	FALSE	FALSE
S16	TRUE	green	red	red	538.1420294386099	FALSE	FALSE
S16	TRUE	green	red	red	694.1232059299639	FALSE	FALSE
S16	TRUE	green	red	green	694.1232059299639	FALSE	TRUE
S16	TRUE	green	red	red	723.004133492632	FALSE	FALSE
S16	TRUE	green	red	red	723.004133492632	FALSE	FALSE
S16	TRUE	green	brown	brown	657.7555658924052	FALSE	FALSE
S16	TRUE	green	brown	brown	657.7555658924052	FALSE	FALSE
S16	TRUE	green	brown	brown	661.8971415925853	FALSE	FALSE
S16	TRUE	green	brown	brown	661.8971415925853	FALSE	FALSE
S16	TRUE	green	brown	brown	730.8169151236641	FALSE	FALSE
S16	TRUE	green	brown	brown	730.8169151236641	FALSE	FALSE
S16	TRUE	green	brown	NA	NA	FALSE	NA
S16	TRUE	green	brown	brown	731.3167671033519	FALSE	FALSE
S16	TRUE	green	brown	brown	778.7340896709565	FALSE	FALSE
S16	TRUE	green	brown	brown	778.7340896709565	FALSE	FALSE
S16	TRUE	red	blue	blue	795.7566544169671	FALSE	FALSE
S16	TRUE	red	blue	blue	795.7566544169671	FALSE	FALSE
S16	TRUE	red	blue	blue	736.7407228983848	FALSE	FALSE
S16	TRUE	red	blue	blue	736.7407228983848	FALSE	FALSE
S16	TRUE	red	blue	blue	552.5248327620493	FALSE	FALSE
S16	TRUE	red	blue	blue	552.5248327620493	FALSE	FALSE
S16	TRUE	red	blue	blue	721.952013442533	FALSE	FALSE
S16	TRUE	red	blue	blue	721.952013442533	FALSE	FALSE
S16	TRUE	red	blue	blue	752.5659567384698	FALSE	FALSE
S16	TRUE	red	blue	blue	752.5659567384698	FALSE	FALSE
S16	TRUE	red	purple	red	655.2686267477011	FALSE	TRUE
S16	TRUE	red	purple	purple	655.2686267477011	FALSE	FALSE
S16	TRUE	red	purple	purple	536.7254507866978	FALSE	FALSE
S16	TRUE	red	purple	purple	536.7254507866978	FALSE	FALSE
S16	TRUE	red	purple	purple	667.5245046819967	FALSE	FALSE
S16	TRUE	red	purple	purple	667.5245046819967	FALSE	FALSE
S16	TRUE	red	purple	purple	757.5613140201152	FALSE	FALSE
S16	TRUE	red	purple	NA	NA	FALSE	NA
S16	TRUE	red	purple	purple	797.6545663303891	FALSE	FALSE
S16	TRUE	red	purple	purple	797.6545663303891	FALSE	FALSE
S16	TRUE	red	green	green	732.2383791746064	FALSE	FALSE
S16	TRUE	red	green	green	732.2383791746064	FALSE	FALSE
S16	TRUE	red	green	green	657.3712000561521	FALSE	FALSE
S16	TRUE	red	green	red	657.3712000561521	FALSE	TRUE
S16	TRUE	red	green	green	719.063538396111	FALSE	FALSE
S16	TRUE	red	green	green	719.063538396111	FALSE	FALSE
S16	TRUE	red	green	green	661.3725970379777	FALSE	FALSE
S16	TRUE	red	green	green	661.3725970379777	FALSE	FALSE
S16	TRUE	red	green	green	620.5834515203788	FALSE	FALSE
S16	TRUE	red	green	green	620.5834515203788	FALSE	FALSE
S16	TRUE	red	red	red	647.4080628491599	TRUE	TRUE
S16	TRUE	red	red	red	647.4080628491599	TRUE	TRUE
S16	TRUE	red	red	red	646.2018170226493	TRUE	TRUE
S16	TRUE	red	red	red	646.2018170226493	TRUE	TRUE
S16	TRUE	red	red	red	565.9470061090909	TRUE	TRUE
S16	TRUE	red	red	red	565.9470061090909	TRUE	TRUE
S16	TRUE	red	red	red	645.4335014530609	TRUE	TRUE
S16	TRUE	red	red	red	645.4335014530609	TRUE	TRUE
S16	TRUE	red	red	red	696.2573040936967	TRUE	TRUE
S16	TRUE	red	red	red	696.2573040936967	TRUE	TRUE
S16	TRUE	red	brown	red	677.7231899237275	FALSE	TRUE
S16	TRUE	red	brown	brown	677.7231899237275	FALSE	FALSE
S16	TRUE	red	brown	brown	583.4029691551688	FALSE	FALSE
S16	TRUE	red	brown	brown	583.4029691551688	FALSE	FALSE
S16	TRUE	red	brown	brown	672.4975060470175	FALSE	FALSE
S16	TRUE	red	brown	red	672.4975060470175	FALSE	TRUE
S16	TRUE	red	brown	brown	758.256174133403	FALSE	FALSE
S16	TRUE	red	brown	NA	NA	FALSE	NA
S16	TRUE	red	brown	brown	756.9104751263718	FALSE	FALSE
S16	TRUE	red	brown	brown	756.9104751263718	FALSE	FALSE
S16	TRUE	brown	blue	blue	745.4185845618599	FALSE	FALSE
S16	TRUE	brown	blue	blue	745.4185845618599	FALSE	FALSE
S16	TRUE	brown	blue	blue	665.6329459051634	FALSE	FALSE
S16	TRUE	brown	blue	blue	665.6329459051634	FALSE	FALSE
S16	TRUE	brown	blue	blue	622.1188254500835	FALSE	FALSE
S16	TRUE	brown	blue	blue	622.1188254500835	FALSE	FALSE
S16	TRUE	brown	blue	blue	562.7465726214725	FALSE	FALSE
S16	TRUE	brown	blue	blue	562.7465726214725	FALSE	FALSE
S16	TRUE	brown	blue	blue	751.2553821553101	FALSE	FALSE
S16	TRUE	brown	blue	blue	751.2553821553101	FALSE	FALSE
S16	TRUE	brown	purple	purple	659.623419626253	FALSE	FALSE
S16	TRUE	brown	purple	purple	659.623419626253	FALSE	FALSE
S16	TRUE	brown	purple	purple	762.6420263665952	FALSE	FALSE
S16	TRUE	brown	purple	purple	762.6420263665952	FALSE	FALSE
S16	TRUE	brown	purple	purple	743.7097488258042	FALSE	FALSE
S16	TRUE	brown	purple	purple	743.7097488258042	FALSE	FALSE
S16	TRUE	brown	purple	purple	661.4590033242463	FALSE	FALSE
S16	TRUE	brown	purple	purple	661.4590033242463	FALSE	FALSE
S16	TRUE	brown	purple	purple	682.9149929226506	FALSE	FALSE
S16	TRUE	brown	purple	purple	682.9149929226506	FALSE	FALSE
S16	TRUE	brown	green	green	683.5460213106488	FALSE	FALSE
S16	TRUE	brown	green	green	683.5460213106488	FALSE	FALSE
S16	TRUE	brown	green	green	746.4020534872767	FALSE	FALSE
S16	TRUE	brown	green	green	746.4020534872767	FALSE	FALSE
S16	TRUE	brown	green	green	759.8387769348591	FALSE	FALSE
S16	TRUE	brown	green	green	759.8387769348591	FALSE	FALSE
S16	TRUE	brown	green	green	701.8585673661703	FALSE	FALSE
S16	TRUE	brown	green	brown	701.8585673661703	FALSE	TRUE
S16	TRUE	brown	green	green	735.4778787050996	FALSE	FALSE
S16	TRUE	brown	green	green	735.4778787050996	FALSE	FALSE
S16	TRUE	brown	red	red	717.4234307851514	FALSE	FALSE
S16	TRUE	brown	red	red	717.4234307851514	FALSE	FALSE
S16	TRUE	brown	red	red	732.4003447916327	FALSE	FALSE
S16	TRUE	brown	red	red	732.4003447916327	FALSE	FALSE
S16	TRUE	brown	red	red	600.8838478936293	FALSE	FALSE
S16	TRUE	brown	red	NA	NA	FALSE	NA
S16	TRUE	brown	red	red	609.5344588253744	FALSE	FALSE
S16	TRUE	brown	red	red	609.5344588253744	FALSE	FALSE
S16	TRUE	brown	red	red	671.2006039108077	FALSE	FALSE
S16	TRUE	brown	red	red	671.2006039108077	FALSE	FALSE
S16	TRUE	brown	brown	brown	663.776397424704	TRUE	TRUE
S16	TRUE	brown	brown	brown	663.776397424704	TRUE	TRUE
S16	TRUE	brown	brown	brown	716.8439013868222	TRUE	TRUE
S16	TRUE	brown	brown	brown	716.8439013868222	TRUE	TRUE
S16	TRUE	brown	brown	brown	634.291567157767	TRUE	TRUE
S16	TRUE	brown	brown	NA	NA	TRUE	NA
S16	TRUE	brown	brown	brown	583.8832941686409	TRUE	TRUE
S16	TRUE	brown	brown	brown	583.8832941686409	TRUE	TRUE
S16	TRUE	brown	brown	brown	578.220025210977	TRUE	TRUE
S16	TRUE	brown	brown	brown	578.220025210977	TRUE	TRUE
S17	TRUE	blue	blue	blue	566.1480266657545	TRUE	TRUE
S17	TRUE	blue	blue	blue	566.1480266657545	TRUE	TRUE
S17	TRUE	blue	blue	blue	639.4833787879647	TRUE	TRUE
S17	TRUE	blue	blue	blue	639.4833787879647	TRUE	TRUE
S17	TRUE	blue	blue	blue	609.3563059969407	TRUE	TRUE
S17	TRUE	blue	blue	blue	609.3563059969407	TRUE	TRUE
S17	TRUE	blue	blue	blue	545.7187519294633	TRUE	TRUE
S17	TRUE	blue	blue	blue	545.7187519294633	TRUE	TRUE
S17	TRUE	blue	blue	blue	512.2264257302095	TRUE	TRUE
S17	TRUE	blue	blue	blue	512.2264257302095	TRUE	TRUE
S17	TRUE	blue	purple	purple	658.535704393504	FALSE	FALSE
S17	TRUE	blue	purple	purple	658.535704393504	FALSE	FALSE
S17	TRUE	blue	purple	purple	680.2481373979172	FALSE	FALSE
S17	TRUE	blue	purple	purple	680.2481373979172	FALSE	FALSE
S17	TRUE	blue	purple	purple	580.6431490230499	FALSE	FALSE
S17	TRUE	blue	purple	purple	580.6431490230499	FALSE	FALSE
S17	TRUE	blue	purple	blue	551.4426354111969	FALSE	TRUE
S17	TRUE	blue	purple	purple	551.4426354111969	FALSE	FALSE
S17	TRUE	blue	purple	purple	550.3798793896318	FALSE	FALSE
S17	TRUE	blue	purple	purple	550.3798793896318	FALSE	FALSE
S17	TRUE	blue	green	green	723.9728974542478	FALSE	FALSE
S17	TRUE	blue	green	green	723.9728974542478	FALSE	FALSE
S17	TRUE	blue	green	green	599.7115816414181	FALSE	FALSE
S17	TRUE	blue	green	green	599.7115816414181	FALSE	FALSE
S17	TRUE	blue	green	green	564.6221399798625	FALSE	FALSE
S17	TRUE	blue	green	green	564.6221399798625	FALSE	FALSE
S17	TRUE	blue	green	green	760.8201903201046	FALSE	FALSE
S17	TRUE	blue	green	green	760.8201903201046	FALSE	FALSE
S17	TRUE	blue	green	green	536.3009852171073	FALSE	FALSE
S17	TRUE	blue	green	green	536.3009852171073	FALSE	FALSE
S17	TRUE	blue	red	NA	NA	FALSE	NA
S17	TRUE	blue	red	red	536.4894235412547	FALSE	FALSE
S17	TRUE	blue	red	red	637.7982337659178	FALSE	FALSE
S17	TRUE	blue	red	red	637.7982337659178	FALSE	FALSE
S17	TRUE	blue	red	red	438.599077750348	FALSE	FALSE
S17	TRUE	blue	red	red	438.599077750348	FALSE	FALSE
S17	TRUE	blue	red	red	635.4606529906702	FALSE	FALSE
S17	TRUE	blue	red	NA	NA	FALSE	NA
S17	TRUE	blue	red	red	657.3070816850025	FALSE	FALSE
S17	TRUE	blue	red	red	657.3070816850025	FALSE	FALSE
S17	TRUE	blue	brown	brown	691.3146874690449	FALSE	FALSE
S17	TRUE	blue	brown	brown	691.3146874690449	FALSE	FALSE
S17	TRUE	blue	brown	brown	820.0291541625912	FALSE	FALSE
S17	TRUE	blue	brown	brown	820.0291541625912	FALSE	FALSE
S17	TRUE	blue	brown	brown	559.5178659191776	FALSE	FALSE
S17	TRUE	blue	brown	brown	559.5178659191776	FALSE	FALSE
S17	TRUE	blue	brown	brown	691.6470620684626	FALSE	FALSE
S17	TRUE	blue	brown	NA	NA	FALSE	NA
S17	TRUE	blue	brown	brown	643.7887401471446	FALSE	FALSE
S17	TRUE	blue	brown	brown	643.7887401471446	FALSE	FALSE
S17	TRUE	purple	blue	blue	612.9774882088656	FALSE	FALSE
S17	TRUE	purple	blue	blue	612.9774882088656	FALSE	FALSE
S17	TRUE	purple	blue	blue	478.15648546078984	FALSE	FALSE
S17	TRUE	purple	blue	blue	478.15648546078984	FALSE	FALSE
S17	TRUE	purple	blue	blue	457.9786029692569	FALSE	FALSE
S17	TRUE	purple	blue	blue	457.9786029692569	FALSE	FALSE
S17	TRUE	purple	blue	blue	517.9061902534281	FALSE	FALSE
S17	TRUE	purple	blue	purple	517.9061902534281	FALSE	TRUE
S17	TRUE	purple	blue	blue	691.5117089233869	FALSE	FALSE
S17	TRUE	purple	blue	blue	691.5117089233869	FALSE	FALSE
S17	TRUE	purple	purple	purple	440.36684581681817	TRUE	TRUE
S17	TRUE	purple	purple	purple	440.36684581681817	TRUE	TRUE
S17	TRUE	purple	purple	purple	604.1886261552363	TRUE	TRUE
S17	TRUE	purple	purple	purple	604.1886261552363	TRUE	TRUE
S17	TRUE	purple	purple	purple	613.6135658160849	TRUE	TRUE
S17	TRUE	purple	purple	purple	613.6135658160849	TRUE	TRUE
S17	TRUE	purple	purple	purple	515.4048147938186	TRUE	TRUE
S17	TRUE	purple	purple	purple	515.4048147938186	TRUE	TRUE
S17	TRUE	purple	purple	purple	504.6617308628284	TRUE	TRUE
S17	TRUE	purple	purple	purple	504.6617308628284	TRUE	TRUE
S17	TRUE	purple	green	green	546.8361648325908	FALSE	FALSE
S17	TRUE	purple	green	green	546.8361648325908	FALSE	FALSE
S17	TRUE	purple	green	NA	NA	FALSE	NA
S17	TRUE	purple	green	green	603.4419075430513	FALSE	FALSE
S17	TRUE	purple	green	green	602.247883263649	FALSE	FALSE
S17	TRUE	purple	green	green	602.247883263649	FALSE	FALSE
S17	TRUE	purple	green	green	662.3736612925921	FALSE	FALSE
S17	TRUE	purple	green	green	662.3736612925921	FALSE	FALSE
S17	TRUE	purple	green	green	676.4885360988808	FALSE	FALSE
S17	TRUE	purple	green	green	676.4885360988808	FALSE	FALSE
S17	TRUE	purple	red	red	524.9843312207408	FALSE	FALSE
S17	TRUE	purple	red	red	524.9843312207408	FALSE	FALSE
S17	TRUE	purple	red	red	580.8037237793754	FALSE	FALSE
S17	TRUE	purple	red	NA	NA	FALSE	NA
S17	TRUE	purple	red	red	685.3583173301256	FALSE	FALSE
S17	TRUE	purple	red	red	685.3583173301256	FALSE	FALSE
S17	TRUE	purple	red	red	619.6061909339167	FALSE	FALSE
S17	TRUE	purple	red	NA	NA	FALSE	NA
S17	TRUE	purple	red	red	510.54772521918954	FALSE	FALSE
S17	TRUE	purple	red	red	510.54772521918954	FALSE	FALSE
S17	TRUE	purple	brown	brown	662.3336311965392	FALSE	FALSE
S17	TRUE	purple	brown	brown	662.3336311965392	FALSE	FALSE
S17	TRUE	purple	brown	brown	529.7940711602224	FALSE	FALSE
S17	TRUE	purple	brown	brown	529.7940711602224	FALSE	FALSE
S17	TRUE	purple	brown	brown	537.7456189378772	FALSE	FALSE
S17	TRUE	purple	brown	brown	537.7456189378772	FALSE	FALSE
S17	TRUE	purple	brown	brown	467.2534115398121	FALSE	FALSE
S17	TRUE	purple	brown	brown	467.2534115398121	FALSE	FALSE
S17	TRUE	purple	brown	brown	591.520672488325	FALSE	FALSE
S17	TRUE	purple	brown	brown	591.520672488325	FALSE	FALSE
S17	TRUE	green	blue	blue	725.0481093534431	FALSE	FALSE
S17	TRUE	green	blue	green	725.0481093534431	FALSE	TRUE
S17	TRUE	green	blue	blue	648.0126400206218	FALSE	FALSE
S17	TRUE	green	blue	blue	648.0126400206218	FALSE	FALSE
S17	TRUE	green	blue	blue	623.5846652028383	FALSE	FALSE
S17	TRUE	green	blue	blue	623.5846652028383	FALSE	FALSE
S17	TRUE	green	blue	blue	705.6870688989509	FALSE	FALSE
S17	TRUE	green	blue	green	705.6870688989509	FALSE	TRUE
S17	TRUE	green	blue	blue	625.9235865379014	FALSE	FALSE
S17	TRUE	green	blue	blue	625.9235865379014	FALSE	FALSE
S17	TRUE	green	purple	purple	611.0932877131448	FALSE	FALSE
S17	TRUE	green	purple	purple	611.0932877131448	FALSE	FALSE
S17	TRUE	green	purple	purple	598.9730429810215	FALSE	FALSE
S17	TRUE	green	purple	purple	598.9730429810215	FALSE	FALSE
S17	TRUE	green	purple	purple	526.7598236361686	FALSE	FALSE
S17	TRUE	green	purple	purple	526.7598236361686	FALSE	FALSE
S17	TRUE	green	purple	purple	596.8278857190628	FALSE	FALSE
S17	TRUE	green	purple	purple	596.8278857190628	FALSE	FALSE
S17	TRUE	green	purple	NA	NA	FALSE	NA
S17	TRUE	green	purple	purple	707.8672164282611	FALSE	FALSE
S17	TRUE	green	green	green	571.2935809566136	TRUE	TRUE
S17	TRUE	green	green	green	571.2935809566136	TRUE	TRUE
S17	TRUE	green	green	green	538.0888149694772	TRUE	TRUE
S17	TRUE	green	green	green	538.0888149694772	TRUE	TRUE
S17	TRUE	green	green	green	573.4225241524231	TRUE	TRUE
S17	TRUE	green	green	green	573.4225241524231	TRUE	TRUE
S17	TRUE	green	green	green	481.2132218824177	TRUE	TRUE
S17	TRUE	green	green	green	481.2132218824177	TRUE	TRUE
S17	TRUE	green	green	green	593.5576589491244	TRUE	TRUE
S17	TRUE	green	green	green	593.5576589491244	TRUE	TRUE
S17	TRUE	green	red	red	586.0469257923473	FALSE	FALSE
S17	TRUE	green	red	red	586.0469257923473	FALSE	FALSE
S17	TRUE	green	red	red	492.7072342519592	FALSE	FALSE
S17	TRUE	green	red	red	492.7072342519592	FALSE	FALSE
S17	TRUE	green	red	red	631.7864989755556	FALSE	FALSE
S17	TRUE	green	red	red	631.7864989755556	FALSE	FALSE
S17	TRUE	green	red	red	566.6225794884417	FALSE	FALSE
S17	TRUE	green	red	red	566.6225794884417	FALSE	FALSE
S17	TRUE	green	red	red	597.4055506165205	FALSE	FALSE
S17	TRUE	green	red	red	597.4055506165205	FALSE	FALSE
S17	TRUE	green	brown	brown	483.61154011329506	FALSE	FALSE
S17	TRUE	green	brown	brown	483.61154011329506	FALSE	FALSE
S17	TRUE	green	brown	brown	534.3851852736816	FALSE	FALSE
S17	TRUE	green	brown	brown	534.3851852736816	FALSE	FALSE
S17	TRUE	green	brown	brown	583.0468894549815	FALSE	FALSE
S17	TRUE	green	brown	brown	583.0468894549815	FALSE	FALSE
S17	TRUE	green	brown	brown	603.3890657754782	FALSE	FALSE
S17	TRUE	green	brown	brown	603.3890657754782	FALSE	FALSE
S17	TRUE	green	brown	brown	625.2836261360472	FALSE	FALSE
S17	TRUE	green	brown	NA	NA	FALSE	NA
S17	TRUE	red	blue	red	705.5521495531522	FALSE	TRUE
S17	TRUE	red	blue	blue	705.5521495531522	FALSE	FALSE
S17	TRUE	red	blue	blue	582.0306778842207	FALSE	FALSE
S17	TRUE	red	blue	blue	582.0306778842207	FALSE	FALSE
S17	TRUE	red	blue	blue	646.2438871755032	FALSE	FALSE
S17	TRUE	red	blue	blue	646.2438871755032	FALSE	FALSE
S17	TRUE	red	blue	blue	567.056832571579	FALSE	FALSE
S17	TRUE	red	blue	blue	567.056832571579	FALSE	FALSE
S17	TRUE	red	blue	blue	641.9300569748642	FALSE	FALSE
S17	TRUE	red	blue	blue	641.9300569748642	FALSE	FALSE
S17	TRUE	red	purple	purple	715.3991546066236	FALSE	FALSE
S17	TRUE	red	purple	purple	715.3991546066236	FALSE	FALSE
S17	TRUE	red	purple	purple	650.8042707772744	FALSE	FALSE
S17	TRUE	red	purple	purple	650.8042707772744	FALSE	FALSE
S17	TRUE	red	purple	purple	688.0891674328642	FALSE	FALSE
S17	TRUE	red	purple	purple	688.0891674328642	FALSE	FALSE
S17	TRUE	red	purple	purple	666.0646734764797	FALSE	FALSE
S17	TRUE	red	purple	purple	666.0646734764797	FALSE	FALSE
S17	TRUE	red	purple	purple	617.1384108298935	FALSE	FALSE
S17	TRUE	red	purple	purple	617.1384108298935	FALSE	FALSE
S17	TRUE	red	green	green	569.7571154519073	FALSE	FALSE
S17	TRUE	red	green	green	569.7571154519073	FALSE	FALSE
S17	TRUE	red	green	green	673.3447020399343	FALSE	FALSE
S17	TRUE	red	green	green	673.3447020399343	FALSE	FALSE
S17	TRUE	red	green	green	677.9184747759258	FALSE	FALSE
S17	TRUE	red	green	green	677.9184747759258	FALSE	FALSE
S17	TRUE	red	green	green	609.7562101067723	FALSE	FALSE
S17	TRUE	red	green	green	609.7562101067723	FALSE	FALSE
S17	TRUE	red	green	green	697.5474393731973	FALSE	FALSE
S17	TRUE	red	green	green	697.5474393731973	FALSE	FALSE
S17	TRUE	red	red	red	584.7001984226272	TRUE	TRUE
S17	TRUE	red	red	red	584.7001984226272	TRUE	TRUE
S17	TRUE	red	red	red	519.6129979285469	TRUE	TRUE
S17	TRUE	red	red	red	519.6129979285469	TRUE	TRUE
S17	TRUE	red	red	red	588.1991622520999	TRUE	TRUE
S17	TRUE	red	red	red	588.1991622520999	TRUE	TRUE
S17	TRUE	red	red	red	505.6217804750922	TRUE	TRUE
S17	TRUE	red	red	red	505.6217804750922	TRUE	TRUE
S17	TRUE	red	red	red	617.1838354044567	TRUE	TRUE
S17	TRUE	red	red	red	617.1838354044567	TRUE	TRUE
S17	TRUE	red	brown	brown	565.0710928575726	FALSE	FALSE
S17	TRUE	red	brown	brown	565.0710928575726	FALSE	FALSE
S17	TRUE	red	brown	brown	457.93221204583034	FALSE	FALSE
S17	TRUE	red	brown	brown	457.93221204583034	FALSE	FALSE
S17	TRUE	red	brown	brown	551.3676296587205	FALSE	FALSE
S17	TRUE	red	brown	brown	551.3676296587205	FALSE	FALSE
S17	TRUE	red	brown	brown	585.0133344037448	FALSE	FALSE
S17	TRUE	red	brown	brown	585.0133344037448	FALSE	FALSE
S17	TRUE	red	brown	brown	400.57804516451847	FALSE	FALSE
S17	TRUE	red	brown	brown	400.57804516451847	FALSE	FALSE
S17	TRUE	brown	blue	blue	523.7428136796132	FALSE	FALSE
S17	TRUE	brown	blue	blue	523.7428136796132	FALSE	FALSE
S17	TRUE	brown	blue	blue	509.6436687042813	FALSE	FALSE
S17	TRUE	brown	blue	brown	509.6436687042813	FALSE	TRUE
S17	TRUE	brown	blue	blue	724.5534703902798	FALSE	FALSE
S17	TRUE	brown	blue	brown	724.5534703902798	FALSE	TRUE
S17	TRUE	brown	blue	brown	533.1714492678377	FALSE	TRUE
S17	TRUE	brown	blue	blue	533.1714492678377	FALSE	FALSE
S17	TRUE	brown	blue	blue	661.0917992514948	FALSE	FALSE
S17	TRUE	brown	blue	blue	661.0917992514948	FALSE	FALSE
S17	TRUE	brown	purple	NA	NA	FALSE	NA
S17	TRUE	brown	purple	purple	572.2520975693914	FALSE	FALSE
S17	TRUE	brown	purple	purple	753.4635505743798	FALSE	FALSE
S17	TRUE	brown	purple	purple	753.4635505743798	FALSE	FALSE
S17	TRUE	brown	purple	NA	NA	FALSE	NA
S17	TRUE	brown	purple	purple	569.8632640143043	FALSE	FALSE
S17	TRUE	brown	purple	purple	631.0690476563327	FALSE	FALSE
S17	TRUE	brown	purple	purple	631.0690476563327	FALSE	FALSE
S17	TRUE	brown	purple	purple	545.4743448833369	FALSE	FALSE
S17	TRUE	brown	purple	purple	545.4743448833369	FALSE	FALSE
S17	TRUE	brown	green	green	662.9313513907646	FALSE	FALSE
S17	TRUE	brown	green	green	662.9313513907646	FALSE	FALSE
